"Notes"	"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Feb., 2022"	"2022/02"	"95-99 years"	"95-99"	13760	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"100+ years"	"100+"	2992	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"Not Stated"	"NS"	11	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"< 1 year"	"1"	1682	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"1-4 years"	"1-4"	320	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"5-9 years"	"5-9"	183	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"10-14 years"	"10-14"	312	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"15-19 years"	"15-19"	1033	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"20-24 years"	"20-24"	1834	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"25-29 years"	"25-29"	2671	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"30-34 years"	"30-34"	3620	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"35-39 years"	"35-39"	4108	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"40-44 years"	"40-44"	4997	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"45-49 years"	"45-49"	6059	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"50-54 years"	"50-54"	9016	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"55-59 years"	"55-59"	14074	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"60-64 years "	"60-64"	20566	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"65-69 years"	"65-69"	25023	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"70-74 years"	"70-74"	30053	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"75-79 years"	"75-79"	33038	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"80-84 years"	"80-84"	34033	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"85-89 years"	"85-89"	33726	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"90-94 years"	"90-94"	26833	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"95-99 years"	"95-99"	12320	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"100+ years"	"100+"	2735	Not Applicable	Not Applicable
	"Mar., 2022"	"2022/03"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"< 1 year"	"1"	1622	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"1-4 years"	"1-4"	324	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"5-9 years"	"5-9"	199	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"10-14 years"	"10-14"	289	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"15-19 years"	"15-19"	963	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"20-24 years"	"20-24"	1760	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"25-29 years"	"25-29"	2500	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"30-34 years"	"30-34"	3406	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"35-39 years"	"35-39"	3830	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"40-44 years"	"40-44"	4705	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"45-49 years"	"45-49"	5560	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"50-54 years"	"50-54"	8330	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"55-59 years"	"55-59"	12802	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"60-64 years "	"60-64"	18887	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"65-69 years"	"65-69"	22886	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"70-74 years"	"70-74"	27038	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"75-79 years"	"75-79"	30475	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"80-84 years"	"80-84"	31036	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"85-89 years"	"85-89"	30325	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"90-94 years"	"90-94"	24809	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"95-99 years"	"95-99"	11673	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"100+ years"	"100+"	2658	Not Applicable	Not Applicable
	"Apr., 2022"	"2022/04"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"< 1 year"	"1"	1735	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"1-4 years"	"1-4"	371	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"5-9 years"	"5-9"	230	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"10-14 years"	"10-14"	316	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"15-19 years"	"15-19"	1093	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"20-24 years"	"20-24"	1957	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"25-29 years"	"25-29"	2619	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"30-34 years"	"30-34"	3443	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"35-39 years"	"35-39"	4134	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"40-44 years"	"40-44"	4942	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"45-49 years"	"45-49"	5738	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"50-54 years"	"50-54"	8733	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"55-59 years"	"55-59"	13195	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"60-64 years "	"60-64"	19275	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"65-69 years"	"65-69"	23643	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"70-74 years"	"70-74"	27736	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"75-79 years"	"75-79"	31343	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"80-84 years"	"80-84"	32002	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"85-89 years"	"85-89"	31314	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"90-94 years"	"90-94"	25720	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"95-99 years"	"95-99"	12025	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"100+ years"	"100+"	2827	Not Applicable	Not Applicable
	"May, 2022"	"2022/05"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"< 1 year"	"1"	1745	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"1-4 years"	"1-4"	385	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"5-9 years"	"5-9"	236	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"10-14 years"	"10-14"	303	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"15-19 years"	"15-19"	1084	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"20-24 years"	"20-24"	1968	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"25-29 years"	"25-29"	2574	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"30-34 years"	"30-34"	3514	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"35-39 years"	"35-39"	4080	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"40-44 years"	"40-44"	4912	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"45-49 years"	"45-49"	5692	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"50-54 years"	"50-54"	8509	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"55-59 years"	"55-59"	12882	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"60-64 years "	"60-64"	19088	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"65-69 years"	"65-69"	22975	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"70-74 years"	"70-74"	26912	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"75-79 years"	"75-79"	30550	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"80-84 years"	"80-84"	31032	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"85-89 years"	"85-89"	30317	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"90-94 years"	"90-94"	24917	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"95-99 years"	"95-99"	11795	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"100+ years"	"100+"	2604	Not Applicable	Not Applicable
	"Jun., 2022"	"2022/06"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"< 1 year"	"1"	1771	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"1-4 years"	"1-4"	416	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"5-9 years"	"5-9"	245	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"10-14 years"	"10-14"	347	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"15-19 years"	"15-19"	1126	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"20-24 years"	"20-24"	2037	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"25-29 years"	"25-29"	2715	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"30-34 years"	"30-34"	3763	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"35-39 years"	"35-39"	4347	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"40-44 years"	"40-44"	5089	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"45-49 years"	"45-49"	6091	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"50-54 years"	"50-54"	8903	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"55-59 years"	"55-59"	13456	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"60-64 years "	"60-64"	19794	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"65-69 years"	"65-69"	24073	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"70-74 years"	"70-74"	28402	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"75-79 years"	"75-79"	31905	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"80-84 years"	"80-84"	32453	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"85-89 years"	"85-89"	31956	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"90-94 years"	"90-94"	26275	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"95-99 years"	"95-99"	12231	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"100+ years"	"100+"	2724	Not Applicable	Not Applicable
	"Jul., 2022"	"2022/07"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"< 1 year"	"1"	1809	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"1-4 years"	"1-4"	340	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"5-9 years"	"5-9"	180	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"10-14 years"	"10-14"	329	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"15-19 years"	"15-19"	1154	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"20-24 years"	"20-24"	1842	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"25-29 years"	"25-29"	2717	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"30-34 years"	"30-34"	3632	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"35-39 years"	"35-39"	4192	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"40-44 years"	"40-44"	5004	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"45-49 years"	"45-49"	5758	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"50-54 years"	"50-54"	8719	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"55-59 years"	"55-59"	12983	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"60-64 years "	"60-64"	19471	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"65-69 years"	"65-69"	24099	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"70-74 years"	"70-74"	28532	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"75-79 years"	"75-79"	32254	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"80-84 years"	"80-84"	32833	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"85-89 years"	"85-89"	32018	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"90-94 years"	"90-94"	25889	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"95-99 years"	"95-99"	12445	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"100+ years"	"100+"	2716	Not Applicable	Not Applicable
	"Aug., 2022"	"2022/08"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"< 1 year"	"1"	1724	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"1-4 years"	"1-4"	304	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"5-9 years"	"5-9"	226	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"10-14 years"	"10-14"	256	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"15-19 years"	"15-19"	1059	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"20-24 years"	"20-24"	1797	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"25-29 years"	"25-29"	2498	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"30-34 years"	"30-34"	3495	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"35-39 years"	"35-39"	4090	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"40-44 years"	"40-44"	4814	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"45-49 years"	"45-49"	5745	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"50-54 years"	"50-54"	8606	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"55-59 years"	"55-59"	12775	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"60-64 years "	"60-64"	18830	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"65-69 years"	"65-69"	23348	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"70-74 years"	"70-74"	27497	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"75-79 years"	"75-79"	31247	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"80-84 years"	"80-84"	31718	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"85-89 years"	"85-89"	30767	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"90-94 years"	"90-94"	25356	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"95-99 years"	"95-99"	12032	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"100+ years"	"100+"	2700	Not Applicable	Not Applicable
	"Sep., 2022"	"2022/09"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"< 1 year"	"1"	1810	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"1-4 years"	"1-4"	340	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"5-9 years"	"5-9"	212	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"10-14 years"	"10-14"	314	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"15-19 years"	"15-19"	1121	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"20-24 years"	"20-24"	1877	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"25-29 years"	"25-29"	2531	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"30-34 years"	"30-34"	3533	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"35-39 years"	"35-39"	4009	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"40-44 years"	"40-44"	4878	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"45-49 years"	"45-49"	5810	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"50-54 years"	"50-54"	8653	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"55-59 years"	"55-59"	13155	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"60-64 years "	"60-64"	19698	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"65-69 years"	"65-69"	24621	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"70-74 years"	"70-74"	28905	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"75-79 years"	"75-79"	32984	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"80-84 years"	"80-84"	33888	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"85-89 years"	"85-89"	33360	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"90-94 years"	"90-94"	27294	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"95-99 years"	"95-99"	13051	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"100+ years"	"100+"	2905	Not Applicable	Not Applicable
	"Oct., 2022"	"2022/10"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"< 1 year"	"1"	1719	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"1-4 years"	"1-4"	392	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"5-9 years"	"5-9"	237	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"10-14 years"	"10-14"	308	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"15-19 years"	"15-19"	1085	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"20-24 years"	"20-24"	1744	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"25-29 years"	"25-29"	2459	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"30-34 years"	"30-34"	3361	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"35-39 years"	"35-39"	4067	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"40-44 years"	"40-44"	4963	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"45-49 years"	"45-49"	5965	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"50-54 years"	"50-54"	8836	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"55-59 years"	"55-59"	13164	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"60-64 years "	"60-64"	20142	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"65-69 years"	"65-69"	25057	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"70-74 years"	"70-74"	29161	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"75-79 years"	"75-79"	33712	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"80-84 years"	"80-84"	34679	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"85-89 years"	"85-89"	33481	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"90-94 years"	"90-94"	27271	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"95-99 years"	"95-99"	13159	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"100+ years"	"100+"	3037	Not Applicable	Not Applicable
	"Nov., 2022"	"2022/11"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"< 1 year"	"1"	1754	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"1-4 years"	"1-4"	362	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"5-9 years"	"5-9"	244	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"10-14 years"	"10-14"	333	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"15-19 years"	"15-19"	1051	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"20-24 years"	"20-24"	1839	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"25-29 years"	"25-29"	2617	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"30-34 years"	"30-34"	3690	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"35-39 years"	"35-39"	4390	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"40-44 years"	"40-44"	5314	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"45-49 years"	"45-49"	6280	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"50-54 years"	"50-54"	9444	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"55-59 years"	"55-59"	14671	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"60-64 years "	"60-64"	22191	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"65-69 years"	"65-69"	27624	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"70-74 years"	"70-74"	32910	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"75-79 years"	"75-79"	37642	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"80-84 years"	"80-84"	39535	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"85-89 years"	"85-89"	38417	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"90-94 years"	"90-94"	31415	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"95-99 years"	"95-99"	15123	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"100+ years"	"100+"	3525	Not Applicable	Not Applicable
	"Dec., 2022"	"2022/12"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"< 1 year"	"1"	1753	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"1-4 years"	"1-4"	323	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"5-9 years"	"5-9"	212	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"10-14 years"	"10-14"	291	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"15-19 years"	"15-19"	1136	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"20-24 years"	"20-24"	1776	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"25-29 years"	"25-29"	2493	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"30-34 years"	"30-34"	3473	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"35-39 years"	"35-39"	4055	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"40-44 years"	"40-44"	5269	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"45-49 years"	"45-49"	6042	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"50-54 years"	"50-54"	9043	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"55-59 years"	"55-59"	13809	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"60-64 years "	"60-64"	21071	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"65-69 years"	"65-69"	26595	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"70-74 years"	"70-74"	31399	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"75-79 years"	"75-79"	36094	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"80-84 years"	"80-84"	38148	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"85-89 years"	"85-89"	37173	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"90-94 years"	"90-94"	30566	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"95-99 years"	"95-99"	14746	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"100+ years"	"100+"	3281	Not Applicable	Not Applicable
	"Jan., 2023 (provisional)"	"2023/01"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"< 1 year"	"1"	1517	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"1-4 years"	"1-4"	287	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"5-9 years"	"5-9"	189	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"10-14 years"	"10-14"	295	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"15-19 years"	"15-19"	922	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"20-24 years"	"20-24"	1601	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"25-29 years"	"25-29"	2144	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"30-34 years"	"30-34"	3090	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"35-39 years"	"35-39"	3586	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"40-44 years"	"40-44"	4576	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"45-49 years"	"45-49"	5349	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"50-54 years"	"50-54"	7870	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"55-59 years"	"55-59"	12077	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"60-64 years "	"60-64"	18266	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"65-69 years"	"65-69"	23098	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"70-74 years"	"70-74"	26949	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"75-79 years"	"75-79"	31518	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"80-84 years"	"80-84"	32863	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"85-89 years"	"85-89"	31313	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"90-94 years"	"90-94"	25925	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"95-99 years"	"95-99"	12367	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"100+ years"	"100+"	2858	Not Applicable	Not Applicable
	"Feb., 2023 (provisional)"	"2023/02"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"< 1 year"	"1"	1795	Not Applicable	Not Applicable
	"Mar., 2023 (provisional)"	"2023/03"	"1-4 years"	"1-4"	363	Not Applicable	Not Applicable
