Notes,Month Reported,Month Reported Code,State / Territory,State / Territory Code,Event Category,Event Category Code,Events Reported,Percent
,"Mar., 2021",2021/03,Kansas,20,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Kansas,20,Hospitalized,H,15,0.02%
,"Mar., 2021",2021/03,Kansas,20,Emergency Room *,ER,13,0.02%
,"Mar., 2021",2021/03,Kansas,20,Office Visit *,OF,6,0.01%
,"Mar., 2021",2021/03,Kansas,20,None of the above,NONE,40,0.06%
Total,"Mar., 2021",2021/03,Kansas,20,,,89,0.13%
,"Mar., 2021",2021/03,Kentucky,21,Death,DTH,23,0.03%
,"Mar., 2021",2021/03,Kentucky,21,Life Threatening,LT,4,0.01%
,"Mar., 2021",2021/03,Kentucky,21,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,Kentucky,21,Hospitalized,H,21,0.03%
,"Mar., 2021",2021/03,Kentucky,21,Emergency Room *,ER,18,0.03%
,"Mar., 2021",2021/03,Kentucky,21,Office Visit *,OF,10,0.01%
,"Mar., 2021",2021/03,Kentucky,21,None of the above,NONE,58,0.09%
Total,"Mar., 2021",2021/03,Kentucky,21,,,135,0.20%
,"Mar., 2021",2021/03,Louisiana,22,Death,DTH,12,0.02%
,"Mar., 2021",2021/03,Louisiana,22,Life Threatening,LT,5,0.01%
,"Mar., 2021",2021/03,Louisiana,22,Permanent Disability,DBL,4,0.01%
,"Mar., 2021",2021/03,Louisiana,22,Hospitalized,H,16,0.02%
,"Mar., 2021",2021/03,Louisiana,22,Emergency Room *,ER,20,0.03%
,"Mar., 2021",2021/03,Louisiana,22,Office Visit *,OF,16,0.02%
,"Mar., 2021",2021/03,Louisiana,22,None of the above,NONE,85,0.13%
Total,"Mar., 2021",2021/03,Louisiana,22,,,158,0.23%
,"Mar., 2021",2021/03,Maine,23,Death,DTH,16,0.02%
,"Mar., 2021",2021/03,Maine,23,Life Threatening,LT,3,0.00%
,"Mar., 2021",2021/03,Maine,23,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Maine,23,Hospitalized,H,9,0.01%
,"Mar., 2021",2021/03,Maine,23,Emergency Room *,ER,8,0.01%
,"Mar., 2021",2021/03,Maine,23,Office Visit *,OF,5,0.01%
,"Mar., 2021",2021/03,Maine,23,None of the above,NONE,26,0.04%
Total,"Mar., 2021",2021/03,Maine,23,,,68,0.10%
,"Mar., 2021",2021/03,Maryland,24,Death,DTH,12,0.02%
,"Mar., 2021",2021/03,Maryland,24,Life Threatening,LT,8,0.01%
,"Mar., 2021",2021/03,Maryland,24,Permanent Disability,DBL,2,0.00%
,"Mar., 2021",2021/03,Maryland,24,Hospitalized,H,114,0.17%
,"Mar., 2021",2021/03,Maryland,24,Emergency Room *,ER,27,0.04%
,"Mar., 2021",2021/03,Maryland,24,Office Visit *,OF,36,0.05%
,"Mar., 2021",2021/03,Maryland,24,None of the above,NONE,165,0.24%
Total,"Mar., 2021",2021/03,Maryland,24,,,364,0.54%
,"Mar., 2021",2021/03,Massachusetts,25,Death,DTH,16,0.02%
,"Mar., 2021",2021/03,Massachusetts,25,Life Threatening,LT,18,0.03%
,"Mar., 2021",2021/03,Massachusetts,25,Permanent Disability,DBL,9,0.01%
,"Mar., 2021",2021/03,Massachusetts,25,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,Massachusetts,25,Hospitalized,H,35,0.05%
,"Mar., 2021",2021/03,Massachusetts,25,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Massachusetts,25,Emergency Room *,ER,48,0.07%
,"Mar., 2021",2021/03,Massachusetts,25,Office Visit *,OF,28,0.04%
,"Mar., 2021",2021/03,Massachusetts,25,None of the above,NONE,147,0.22%
Total,"Mar., 2021",2021/03,Massachusetts,25,,,303,0.45%
,"Mar., 2021",2021/03,Michigan,26,Death,DTH,38,0.06%
,"Mar., 2021",2021/03,Michigan,26,Life Threatening,LT,17,0.03%
,"Mar., 2021",2021/03,Michigan,26,Permanent Disability,DBL,9,0.01%
,"Mar., 2021",2021/03,Michigan,26,Hospitalized,H,52,0.08%
,"Mar., 2021",2021/03,Michigan,26,Existing Hospitalization Prolonged,HP,2,0.00%
,"Mar., 2021",2021/03,Michigan,26,Emergency Room *,ER,44,0.06%
,"Mar., 2021",2021/03,Michigan,26,Office Visit *,OF,38,0.06%
,"Mar., 2021",2021/03,Michigan,26,None of the above,NONE,161,0.24%
Total,"Mar., 2021",2021/03,Michigan,26,,,361,0.53%
,"Mar., 2021",2021/03,Minnesota,27,Death,DTH,37,0.05%
,"Mar., 2021",2021/03,Minnesota,27,Life Threatening,LT,8,0.01%
,"Mar., 2021",2021/03,Minnesota,27,Permanent Disability,DBL,9,0.01%
,"Mar., 2021",2021/03,Minnesota,27,Hospitalized,H,37,0.05%
,"Mar., 2021",2021/03,Minnesota,27,Emergency Room *,ER,27,0.04%
,"Mar., 2021",2021/03,Minnesota,27,Office Visit *,OF,20,0.03%
,"Mar., 2021",2021/03,Minnesota,27,None of the above,NONE,122,0.18%
Total,"Mar., 2021",2021/03,Minnesota,27,,,260,0.38%
,"Mar., 2021",2021/03,Mississippi,28,Death,DTH,13,0.02%
,"Mar., 2021",2021/03,Mississippi,28,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,Mississippi,28,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Mississippi,28,Hospitalized,H,7,0.01%
,"Mar., 2021",2021/03,Mississippi,28,Emergency Room *,ER,10,0.01%
,"Mar., 2021",2021/03,Mississippi,28,Office Visit *,OF,13,0.02%
,"Mar., 2021",2021/03,Mississippi,28,None of the above,NONE,34,0.05%
Total,"Mar., 2021",2021/03,Mississippi,28,,,79,0.12%
,"Mar., 2021",2021/03,Missouri,29,Death,DTH,16,0.02%
,"Mar., 2021",2021/03,Missouri,29,Life Threatening,LT,7,0.01%
,"Mar., 2021",2021/03,Missouri,29,Permanent Disability,DBL,7,0.01%
,"Mar., 2021",2021/03,Missouri,29,Congenital Anomaly / Birth Defect *,BD,2,0.00%
,"Mar., 2021",2021/03,Missouri,29,Hospitalized,H,36,0.05%
,"Mar., 2021",2021/03,Missouri,29,Emergency Room *,ER,33,0.05%
,"Mar., 2021",2021/03,Missouri,29,Office Visit *,OF,17,0.03%
,"Mar., 2021",2021/03,Missouri,29,None of the above,NONE,137,0.20%
Total,"Mar., 2021",2021/03,Missouri,29,,,255,0.38%
,"Mar., 2021",2021/03,Montana,30,Death,DTH,4,0.01%
,"Mar., 2021",2021/03,Montana,30,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,Montana,30,Permanent Disability,DBL,2,0.00%
,"Mar., 2021",2021/03,Montana,30,Hospitalized,H,8,0.01%
,"Mar., 2021",2021/03,Montana,30,Emergency Room *,ER,5,0.01%
,"Mar., 2021",2021/03,Montana,30,Office Visit *,OF,6,0.01%
,"Mar., 2021",2021/03,Montana,30,None of the above,NONE,23,0.03%
Total,"Mar., 2021",2021/03,Montana,30,,,49,0.07%
,"Mar., 2021",2021/03,Nebraska,31,Death,DTH,10,0.01%
,"Mar., 2021",2021/03,Nebraska,31,Life Threatening,LT,6,0.01%
,"Mar., 2021",2021/03,Nebraska,31,Permanent Disability,DBL,4,0.01%
,"Mar., 2021",2021/03,Nebraska,31,Hospitalized,H,19,0.03%
,"Mar., 2021",2021/03,Nebraska,31,Emergency Room *,ER,22,0.03%
,"Mar., 2021",2021/03,Nebraska,31,Office Visit *,OF,8,0.01%
,"Mar., 2021",2021/03,Nebraska,31,None of the above,NONE,40,0.06%
Total,"Mar., 2021",2021/03,Nebraska,31,,,109,0.16%
,"Mar., 2021",2021/03,Nevada,32,Death,DTH,2,0.00%
,"Mar., 2021",2021/03,Nevada,32,Life Threatening,LT,4,0.01%
,"Mar., 2021",2021/03,Nevada,32,Permanent Disability,DBL,5,0.01%
,"Mar., 2021",2021/03,Nevada,32,Hospitalized,H,9,0.01%
,"Mar., 2021",2021/03,Nevada,32,Emergency Room *,ER,13,0.02%
,"Mar., 2021",2021/03,Nevada,32,Office Visit *,OF,11,0.02%
,"Mar., 2021",2021/03,Nevada,32,None of the above,NONE,44,0.06%
Total,"Mar., 2021",2021/03,Nevada,32,,,88,0.13%
,"Mar., 2021",2021/03,New Hampshire,33,Death,DTH,16,0.02%
,"Mar., 2021",2021/03,New Hampshire,33,Life Threatening,LT,4,0.01%
,"Mar., 2021",2021/03,New Hampshire,33,Permanent Disability,DBL,3,0.00%
,"Mar., 2021",2021/03,New Hampshire,33,Hospitalized,H,10,0.01%
,"Mar., 2021",2021/03,New Hampshire,33,Emergency Room *,ER,5,0.01%
,"Mar., 2021",2021/03,New Hampshire,33,Office Visit *,OF,6,0.01%
,"Mar., 2021",2021/03,New Hampshire,33,None of the above,NONE,28,0.04%
Total,"Mar., 2021",2021/03,New Hampshire,33,,,72,0.11%
,"Mar., 2021",2021/03,New Jersey,34,Death,DTH,10,0.01%
,"Mar., 2021",2021/03,New Jersey,34,Life Threatening,LT,11,0.02%
,"Mar., 2021",2021/03,New Jersey,34,Permanent Disability,DBL,9,0.01%
,"Mar., 2021",2021/03,New Jersey,34,Hospitalized,H,41,0.06%
,"Mar., 2021",2021/03,New Jersey,34,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,New Jersey,34,Emergency Room *,ER,39,0.06%
,"Mar., 2021",2021/03,New Jersey,34,Office Visit *,OF,30,0.04%
,"Mar., 2021",2021/03,New Jersey,34,None of the above,NONE,170,0.25%
Total,"Mar., 2021",2021/03,New Jersey,34,,,311,0.46%
,"Mar., 2021",2021/03,New Mexico,35,Death,DTH,5,0.01%
,"Mar., 2021",2021/03,New Mexico,35,Life Threatening,LT,3,0.00%
,"Mar., 2021",2021/03,New Mexico,35,Permanent Disability,DBL,3,0.00%
,"Mar., 2021",2021/03,New Mexico,35,Hospitalized,H,14,0.02%
,"Mar., 2021",2021/03,New Mexico,35,Emergency Room *,ER,13,0.02%
,"Mar., 2021",2021/03,New Mexico,35,Office Visit *,OF,7,0.01%
,"Mar., 2021",2021/03,New Mexico,35,None of the above,NONE,41,0.06%
Total,"Mar., 2021",2021/03,New Mexico,35,,,86,0.13%
,"Mar., 2021",2021/03,New York,36,Death,DTH,41,0.06%
,"Mar., 2021",2021/03,New York,36,Life Threatening,LT,26,0.04%
,"Mar., 2021",2021/03,New York,36,Permanent Disability,DBL,15,0.02%
,"Mar., 2021",2021/03,New York,36,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,New York,36,Hospitalized,H,82,0.12%
,"Mar., 2021",2021/03,New York,36,Existing Hospitalization Prolonged,HP,2,0.00%
,"Mar., 2021",2021/03,New York,36,Emergency Room *,ER,81,0.12%
,"Mar., 2021",2021/03,New York,36,Office Visit *,OF,81,0.12%
,"Mar., 2021",2021/03,New York,36,None of the above,NONE,345,0.51%
Total,"Mar., 2021",2021/03,New York,36,,,674,0.99%
,"Mar., 2021",2021/03,North Carolina,37,Death,DTH,13,0.02%
,"Mar., 2021",2021/03,North Carolina,37,Life Threatening,LT,14,0.02%
,"Mar., 2021",2021/03,North Carolina,37,Permanent Disability,DBL,10,0.01%
,"Mar., 2021",2021/03,North Carolina,37,Hospitalized,H,38,0.06%
,"Mar., 2021",2021/03,North Carolina,37,Emergency Room *,ER,45,0.07%
,"Mar., 2021",2021/03,North Carolina,37,Office Visit *,OF,55,0.08%
,"Mar., 2021",2021/03,North Carolina,37,None of the above,NONE,263,0.39%
Total,"Mar., 2021",2021/03,North Carolina,37,,,438,0.65%
,"Mar., 2021",2021/03,North Dakota,38,Death,DTH,4,0.01%
,"Mar., 2021",2021/03,North Dakota,38,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,North Dakota,38,Permanent Disability,DBL,3,0.00%
,"Mar., 2021",2021/03,North Dakota,38,Hospitalized,H,6,0.01%
,"Mar., 2021",2021/03,North Dakota,38,Emergency Room *,ER,1,0.00%
,"Mar., 2021",2021/03,North Dakota,38,Office Visit *,OF,1,0.00%
,"Mar., 2021",2021/03,North Dakota,38,None of the above,NONE,24,0.04%
Total,"Mar., 2021",2021/03,North Dakota,38,,,40,0.06%
,"Mar., 2021",2021/03,Ohio,39,Death,DTH,26,0.04%
,"Mar., 2021",2021/03,Ohio,39,Life Threatening,LT,8,0.01%
,"Mar., 2021",2021/03,Ohio,39,Permanent Disability,DBL,21,0.03%
,"Mar., 2021",2021/03,Ohio,39,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,Ohio,39,Hospitalized,H,65,0.10%
,"Mar., 2021",2021/03,Ohio,39,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Ohio,39,Emergency Room *,ER,63,0.09%
,"Mar., 2021",2021/03,Ohio,39,Office Visit *,OF,47,0.07%
,"Mar., 2021",2021/03,Ohio,39,None of the above,NONE,227,0.33%
Total,"Mar., 2021",2021/03,Ohio,39,,,459,0.68%
,"Mar., 2021",2021/03,Oklahoma,40,Death,DTH,8,0.01%
,"Mar., 2021",2021/03,Oklahoma,40,Life Threatening,LT,5,0.01%
,"Mar., 2021",2021/03,Oklahoma,40,Permanent Disability,DBL,3,0.00%
,"Mar., 2021",2021/03,Oklahoma,40,Hospitalized,H,13,0.02%
,"Mar., 2021",2021/03,Oklahoma,40,Emergency Room *,ER,16,0.02%
,"Mar., 2021",2021/03,Oklahoma,40,Office Visit *,OF,7,0.01%
,"Mar., 2021",2021/03,Oklahoma,40,None of the above,NONE,55,0.08%
Total,"Mar., 2021",2021/03,Oklahoma,40,,,107,0.16%
,"Mar., 2021",2021/03,Oregon,41,Death,DTH,12,0.02%
,"Mar., 2021",2021/03,Oregon,41,Life Threatening,LT,11,0.02%
,"Mar., 2021",2021/03,Oregon,41,Permanent Disability,DBL,10,0.01%
,"Mar., 2021",2021/03,Oregon,41,Hospitalized,H,14,0.02%
,"Mar., 2021",2021/03,Oregon,41,Emergency Room *,ER,20,0.03%
,"Mar., 2021",2021/03,Oregon,41,Office Visit *,OF,12,0.02%
,"Mar., 2021",2021/03,Oregon,41,None of the above,NONE,76,0.11%
Total,"Mar., 2021",2021/03,Oregon,41,,,155,0.23%
,"Mar., 2021",2021/03,Pennsylvania,42,Death,DTH,29,0.04%
,"Mar., 2021",2021/03,Pennsylvania,42,Life Threatening,LT,16,0.02%
,"Mar., 2021",2021/03,Pennsylvania,42,Permanent Disability,DBL,16,0.02%
,"Mar., 2021",2021/03,Pennsylvania,42,Hospitalized,H,53,0.08%
,"Mar., 2021",2021/03,Pennsylvania,42,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Pennsylvania,42,Emergency Room *,ER,70,0.10%
,"Mar., 2021",2021/03,Pennsylvania,42,Office Visit *,OF,46,0.07%
,"Mar., 2021",2021/03,Pennsylvania,42,None of the above,NONE,256,0.38%
Total,"Mar., 2021",2021/03,Pennsylvania,42,,,487,0.72%
,"Mar., 2021",2021/03,Rhode Island,44,Death,DTH,3,0.00%
,"Mar., 2021",2021/03,Rhode Island,44,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,Rhode Island,44,Permanent Disability,DBL,2,0.00%
,"Mar., 2021",2021/03,Rhode Island,44,Hospitalized,H,8,0.01%
,"Mar., 2021",2021/03,Rhode Island,44,Emergency Room *,ER,8,0.01%
,"Mar., 2021",2021/03,Rhode Island,44,Office Visit *,OF,6,0.01%
,"Mar., 2021",2021/03,Rhode Island,44,None of the above,NONE,15,0.02%
Total,"Mar., 2021",2021/03,Rhode Island,44,,,43,0.06%
,"Mar., 2021",2021/03,South Carolina,45,Death,DTH,4,0.01%
,"Mar., 2021",2021/03,South Carolina,45,Life Threatening,LT,3,0.00%
,"Mar., 2021",2021/03,South Carolina,45,Permanent Disability,DBL,2,0.00%
,"Mar., 2021",2021/03,South Carolina,45,Hospitalized,H,21,0.03%
,"Mar., 2021",2021/03,South Carolina,45,Emergency Room *,ER,20,0.03%
,"Mar., 2021",2021/03,South Carolina,45,Office Visit *,OF,21,0.03%
,"Mar., 2021",2021/03,South Carolina,45,None of the above,NONE,100,0.15%
Total,"Mar., 2021",2021/03,South Carolina,45,,,171,0.25%
,"Mar., 2021",2021/03,South Dakota,46,Death,DTH,1,0.00%
,"Mar., 2021",2021/03,South Dakota,46,Life Threatening,LT,3,0.00%
,"Mar., 2021",2021/03,South Dakota,46,Permanent Disability,DBL,2,0.00%
,"Mar., 2021",2021/03,South Dakota,46,Hospitalized,H,9,0.01%
,"Mar., 2021",2021/03,South Dakota,46,Emergency Room *,ER,5,0.01%
,"Mar., 2021",2021/03,South Dakota,46,Office Visit *,OF,3,0.00%
,"Mar., 2021",2021/03,South Dakota,46,None of the above,NONE,12,0.02%
Total,"Mar., 2021",2021/03,South Dakota,46,,,35,0.05%
,"Mar., 2021",2021/03,Tennessee,47,Death,DTH,17,0.03%
,"Mar., 2021",2021/03,Tennessee,47,Life Threatening,LT,9,0.01%
,"Mar., 2021",2021/03,Tennessee,47,Permanent Disability,DBL,9,0.01%
,"Mar., 2021",2021/03,Tennessee,47,Hospitalized,H,22,0.03%
,"Mar., 2021",2021/03,Tennessee,47,Emergency Room *,ER,27,0.04%
,"Mar., 2021",2021/03,Tennessee,47,Office Visit *,OF,21,0.03%
,"Mar., 2021",2021/03,Tennessee,47,None of the above,NONE,91,0.13%
Total,"Mar., 2021",2021/03,Tennessee,47,,,196,0.29%
,"Mar., 2021",2021/03,Texas,48,Death,DTH,42,0.06%
,"Mar., 2021",2021/03,Texas,48,Life Threatening,LT,28,0.04%
,"Mar., 2021",2021/03,Texas,48,Permanent Disability,DBL,23,0.03%
,"Mar., 2021",2021/03,Texas,48,Congenital Anomaly / Birth Defect *,BD,4,0.01%
,"Mar., 2021",2021/03,Texas,48,Hospitalized,H,79,0.12%
,"Mar., 2021",2021/03,Texas,48,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Texas,48,Emergency Room *,ER,103,0.15%
,"Mar., 2021",2021/03,Texas,48,Office Visit *,OF,88,0.13%
,"Mar., 2021",2021/03,Texas,48,None of the above,NONE,482,0.71%
Total,"Mar., 2021",2021/03,Texas,48,,,850,1.25%
,"Mar., 2021",2021/03,Utah,49,Death,DTH,4,0.01%
,"Mar., 2021",2021/03,Utah,49,Life Threatening,LT,7,0.01%
,"Mar., 2021",2021/03,Utah,49,Permanent Disability,DBL,4,0.01%
,"Mar., 2021",2021/03,Utah,49,Hospitalized,H,15,0.02%
,"Mar., 2021",2021/03,Utah,49,Emergency Room *,ER,15,0.02%
,"Mar., 2021",2021/03,Utah,49,Office Visit *,OF,13,0.02%
,"Mar., 2021",2021/03,Utah,49,None of the above,NONE,46,0.07%
Total,"Mar., 2021",2021/03,Utah,49,,,104,0.15%
,"Mar., 2021",2021/03,Vermont,50,Death,DTH,2,0.00%
,"Mar., 2021",2021/03,Vermont,50,Hospitalized,H,3,0.00%
,"Mar., 2021",2021/03,Vermont,50,Emergency Room *,ER,3,0.00%
,"Mar., 2021",2021/03,Vermont,50,Office Visit *,OF,5,0.01%
,"Mar., 2021",2021/03,Vermont,50,None of the above,NONE,26,0.04%
Total,"Mar., 2021",2021/03,Vermont,50,,,39,0.06%
,"Mar., 2021",2021/03,Virginia,51,Death,DTH,18,0.03%
,"Mar., 2021",2021/03,Virginia,51,Life Threatening,LT,18,0.03%
,"Mar., 2021",2021/03,Virginia,51,Permanent Disability,DBL,14,0.02%
,"Mar., 2021",2021/03,Virginia,51,Hospitalized,H,36,0.05%
,"Mar., 2021",2021/03,Virginia,51,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Virginia,51,Emergency Room *,ER,34,0.05%
,"Mar., 2021",2021/03,Virginia,51,Office Visit *,OF,35,0.05%
,"Mar., 2021",2021/03,Virginia,51,None of the above,NONE,182,0.27%
Total,"Mar., 2021",2021/03,Virginia,51,,,338,0.50%
,"Mar., 2021",2021/03,Washington,53,Death,DTH,20,0.03%
,"Mar., 2021",2021/03,Washington,53,Life Threatening,LT,9,0.01%
,"Mar., 2021",2021/03,Washington,53,Permanent Disability,DBL,11,0.02%
,"Mar., 2021",2021/03,Washington,53,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,Washington,53,Hospitalized,H,26,0.04%
,"Mar., 2021",2021/03,Washington,53,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Washington,53,Emergency Room *,ER,40,0.06%
,"Mar., 2021",2021/03,Washington,53,Office Visit *,OF,42,0.06%
,"Mar., 2021",2021/03,Washington,53,None of the above,NONE,110,0.16%
Total,"Mar., 2021",2021/03,Washington,53,,,260,0.38%
,"Mar., 2021",2021/03,West Virginia,54,Death,DTH,2,0.00%
,"Mar., 2021",2021/03,West Virginia,54,Life Threatening,LT,5,0.01%
,"Mar., 2021",2021/03,West Virginia,54,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,West Virginia,54,Hospitalized,H,12,0.02%
,"Mar., 2021",2021/03,West Virginia,54,Emergency Room *,ER,7,0.01%
,"Mar., 2021",2021/03,West Virginia,54,Office Visit *,OF,5,0.01%
,"Mar., 2021",2021/03,West Virginia,54,None of the above,NONE,13,0.02%
Total,"Mar., 2021",2021/03,West Virginia,54,,,45,0.07%
,"Mar., 2021",2021/03,Wisconsin,55,Death,DTH,13,0.02%
,"Mar., 2021",2021/03,Wisconsin,55,Life Threatening,LT,9,0.01%
,"Mar., 2021",2021/03,Wisconsin,55,Permanent Disability,DBL,6,0.01%
,"Mar., 2021",2021/03,Wisconsin,55,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,Wisconsin,55,Hospitalized,H,41,0.06%
,"Mar., 2021",2021/03,Wisconsin,55,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Wisconsin,55,Emergency Room *,ER,42,0.06%
,"Mar., 2021",2021/03,Wisconsin,55,Office Visit *,OF,27,0.04%
,"Mar., 2021",2021/03,Wisconsin,55,None of the above,NONE,142,0.21%
Total,"Mar., 2021",2021/03,Wisconsin,55,,,282,0.42%
,"Mar., 2021",2021/03,Wyoming,56,Death,DTH,3,0.00%
,"Mar., 2021",2021/03,Wyoming,56,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,Wyoming,56,Hospitalized,H,4,0.01%
,"Mar., 2021",2021/03,Wyoming,56,Emergency Room *,ER,3,0.00%
,"Mar., 2021",2021/03,Wyoming,56,Office Visit *,OF,2,0.00%
,"Mar., 2021",2021/03,Wyoming,56,None of the above,NONE,3,0.00%
Total,"Mar., 2021",2021/03,Wyoming,56,,,16,0.02%
,"Mar., 2021",2021/03,American Samoa,60,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,American Samoa,60,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,American Samoa,60,Hospitalized,H,1,0.00%
,"Mar., 2021",2021/03,American Samoa,60,Emergency Room *,ER,1,0.00%
Total,"Mar., 2021",2021/03,American Samoa,60,,,4,0.01%
,"Mar., 2021",2021/03,Federated States of Micronesia,64,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Federated States of Micronesia,64,Office Visit *,OF,1,0.00%
Total,"Mar., 2021",2021/03,Federated States of Micronesia,64,,,2,0.00%
,"Mar., 2021",2021/03,Puerto Rico,72,Death,DTH,37,0.05%
,"Mar., 2021",2021/03,Puerto Rico,72,Life Threatening,LT,2,0.00%
,"Mar., 2021",2021/03,Puerto Rico,72,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Puerto Rico,72,Hospitalized,H,2,0.00%
,"Mar., 2021",2021/03,Puerto Rico,72,Emergency Room *,ER,5,0.01%
,"Mar., 2021",2021/03,Puerto Rico,72,Office Visit *,OF,2,0.00%
,"Mar., 2021",2021/03,Puerto Rico,72,None of the above,NONE,9,0.01%
Total,"Mar., 2021",2021/03,Puerto Rico,72,,,58,0.09%
,"Mar., 2021",2021/03,Unknown,U,Death,DTH,283,0.42%
,"Mar., 2021",2021/03,Unknown,U,Life Threatening,LT,17,0.03%
,"Mar., 2021",2021/03,Unknown,U,Permanent Disability,DBL,18,0.03%
,"Mar., 2021",2021/03,Unknown,U,Hospitalized,H,180,0.27%
,"Mar., 2021",2021/03,Unknown,U,Existing Hospitalization Prolonged,HP,4,0.01%
,"Mar., 2021",2021/03,Unknown,U,Emergency Room *,ER,232,0.34%
,"Mar., 2021",2021/03,Unknown,U,Office Visit *,OF,208,0.31%
,"Mar., 2021",2021/03,Unknown,U,None of the above,NONE,689,1.02%
Total,"Mar., 2021",2021/03,Unknown,U,,,1631,2.40%
Total,"Mar., 2021",2021/03,,,,,13844,20.40%
,"Apr., 2021",2021/04,Alaska,2,Death,DTH,1,0.00%
Total,"Apr., 2021",2021/04,Alaska,2,,,1,0.00%
,"Apr., 2021",2021/04,Arizona,4,Hospitalized,H,1,0.00%
Total,"Apr., 2021",2021/04,Arizona,4,,,1,0.00%
,"Apr., 2021",2021/04,Arkansas,5,Death,DTH,1,0.00%
Total,"Apr., 2021",2021/04,Arkansas,5,,,1,0.00%
,"Apr., 2021",2021/04,California,6,Death,DTH,6,0.01%
,"Apr., 2021",2021/04,California,6,Life Threatening,LT,2,0.00%
,"Apr., 2021",2021/04,California,6,Hospitalized,H,4,0.01%
,"Apr., 2021",2021/04,California,6,Existing Hospitalization Prolonged,HP,1,0.00%
,"Apr., 2021",2021/04,California,6,Emergency Room *,ER,5,0.01%
,"Apr., 2021",2021/04,California,6,Office Visit *,OF,3,0.00%
,"Apr., 2021",2021/04,California,6,None of the above,NONE,1,0.00%
Total,"Apr., 2021",2021/04,California,6,,,22,0.03%
,"Apr., 2021",2021/04,Colorado,8,Death,DTH,9,0.01%
Total,"Apr., 2021",2021/04,Colorado,8,,,9,0.01%
,"Apr., 2021",2021/04,Connecticut,9,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Connecticut,9,Life Threatening,LT,1,0.00%
,"Apr., 2021",2021/04,Connecticut,9,Permanent Disability,DBL,1,0.00%
,"Apr., 2021",2021/04,Connecticut,9,Hospitalized,H,3,0.00%
,"Apr., 2021",2021/04,Connecticut,9,Emergency Room *,ER,1,0.00%
,"Apr., 2021",2021/04,Connecticut,9,None of the above,NONE,1,0.00%
Total,"Apr., 2021",2021/04,Connecticut,9,,,8,0.01%
,"Apr., 2021",2021/04,Delaware,10,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Delaware,10,Life Threatening,LT,1,0.00%
,"Apr., 2021",2021/04,Delaware,10,Hospitalized,H,1,0.00%
,"Apr., 2021",2021/04,Delaware,10,Emergency Room *,ER,1,0.00%
Total,"Apr., 2021",2021/04,Delaware,10,,,4,0.01%
,"Apr., 2021",2021/04,Florida,12,Death,DTH,2,0.00%
,"Apr., 2021",2021/04,Florida,12,Hospitalized,H,2,0.00%
,"Apr., 2021",2021/04,Florida,12,Office Visit *,OF,2,0.00%
Total,"Apr., 2021",2021/04,Florida,12,,,6,0.01%
,"Apr., 2021",2021/04,Georgia,13,Death,DTH,1,0.00%
,"Apr., 2021",2021/04,Georgia,13,Hospitalized,H,2,0.00%
Total,"Apr., 2021",2021/04,Georgia,13,,,3,0.00%
,"Apr., 2021",2021/04,Illinois,17,Death,DTH,13,0.02%
,"Apr., 2021",2021/04,Illinois,17,Life Threatening,LT,1,0.00%
,"Apr., 2021",2021/04,Illinois,17,Hospitalized,H,4,0.01%
,"Apr., 2021",2021/04,Illinois,17,Emergency Room *,ER,3,0.00%
,"Apr., 2021",2021/04,Illinois,17,Office Visit *,OF,2,0.00%
